name,essround,edition,proddate,idno,cntry,dweight,pspwght,pweight,anweight,prob,stratum,psu,aesfdrk,happy,health,gndr,yrbrn,age,agea,edufld,edulvla,edulvlb,emplrel,isco08,iscoco,pdjobev,wkhtot,edlves,edlvaes,edlvdes,edlvees,edlvges,edlvhes,impdiff,impenv,impfree,impfun,imprich,impsafe,imptrad,ipadvnt,ipbhprp,ipcrtiv,ipeqopt,ipfrule,ipgdtim,iphlppl,iplylfr,ipmodst,iprspot,ipshabt,ipstrgv,ipsuces,ipudrst,regiones,regioaes,ages,region,year
ESS5e03_5,5,3.5,23.11.2023,16,ES,1.008913,0.9000099,2.0751612,1.8676655,NA,NA,NA,2,4,4,1,1932,NA,79,NA,NA,0,1,NA,6111,1,60,NA,NA,0,NA,NA,NA,6,1,2,6,6,1,1,6,1,5,1,1,6,1,1,1,6,6,2,6,2,NA,NA,79,NA,2010
ESS5e03_5,5,3.5,23.11.2023,17,ES,0.8592216,1.0667177,2.0751612,2.2136114,NA,NA,NA,3,4,4,2,1952,NA,59,NA,NA,0,6,NA,66666,2,666,NA,NA,0,NA,NA,NA,5,3,2,4,4,2,2,5,4,3,2,3,5,2,2,2,2,3,2,5,2,NA,NA,59,NA,2010
ESS5e03_5,5,3.5,23.11.2023,19,ES,1.0891633,1.4828626,2.0751612,3.077179,NA,NA,NA,1,10,1,2,1961,NA,50,NA,NA,421,1,NA,4121,1,25,NA,NA,18,NA,NA,NA,3,1,1,4,4,2,2,5,1,1,1,6,3,1,1,1,1,1,2,1,1,NA,NA,50,NA,2010
ESS5e03_5,5,3.5,23.11.2023,20,ES,0.90361434,0.8907729,2.0751612,1.8484974,NA,NA,NA,3,6,2,1,1963,NA,48,NA,NA,313,1,NA,9141,6,42,NA,NA,13,NA,NA,NA,3,1,2,3,5,2,5,5,3,3,2,3,2,2,2,2,5,3,1,3,2,NA,NA,48,NA,2010
ESS5e03_5,5,3.5,23.11.2023,21,ES,0.99710745,1.113868,2.0751612,2.3114557,NA,NA,NA,2,8,1,2,1982,NA,29,NA,NA,313,2,NA,1314,6,45,NA,NA,14,NA,NA,NA,3,2,2,2,4,2,5,4,4,2,2,4,3,1,2,4,4,4,5,5,2,NA,NA,29,NA,2010
ESS5e03_5,5,3.5,23.11.2023,22,ES,0.84259915,1.3587183,2.0751612,2.8195596,NA,NA,NA,3,6,3,1,1932,NA,79,NA,NA,720,2,NA,1315,1,20,NA,NA,24,NA,NA,NA,6,2,1,5,3,2,2,5,2,4,1,2,4,2,3,2,2,5,1,6,2,NA,NA,79,NA,2010
ESS5e03_5,5,3.5,23.11.2023,23,ES,1.0674986,1.2347856,2.0751612,2.5623791,NA,NA,NA,3,5,2,1,1951,NA,60,NA,NA,213,1,NA,5123,6,45,NA,NA,8,NA,NA,NA,3,3,2,2,2,1,6,2,7,1,2,6,1,3,2,4,3,1,7,2,3,NA,NA,60,NA,2010
ESS5e03_5,5,3.5,23.11.2023,25,ES,1.1624496,0.6588492,2.0751612,1.3672183,NA,NA,NA,2,5,3,1,1925,NA,86,NA,NA,0,2,NA,6121,1,50,NA,NA,0,NA,NA,NA,3,2,2,5,4,2,1,5,2,5,2,2,5,2,2,3,2,3,2,4,2,NA,NA,86,NA,2010
ESS5e03_5,5,3.5,23.11.2023,26,ES,1.0499163,1.0675368,2.0751612,2.215311,NA,NA,NA,1,7,3,1,1957,NA,54,NA,NA,213,2,NA,7134,6,60,NA,NA,8,NA,NA,NA,4,1,1,2,5,1,2,5,1,3,1,3,5,1,1,2,4,3,1,3,2,NA,NA,54,NA,2010
ESS5e03_5,5,3.5,23.11.2023,27,ES,0.8745053,0.88158035,2.0751612,1.8294214,NA,NA,NA,2,7,2,1,1966,NA,45,NA,NA,620,1,NA,2320,6,37,NA,NA,23,NA,NA,NA,3,3,3,4,3,2,2,2,2,3,1,2,2,2,4,2,2,3,2,1,3,NA,NA,45,NA,2010
ESS5e03_5,5,3.5,23.11.2023,28,ES,1.0156544,0.7657749,2.0751612,1.5891064,NA,NA,NA,2,1,4,2,1958,NA,53,NA,NA,0,6,NA,66666,2,666,NA,NA,0,NA,NA,NA,5,3,4,6,5,1,1,5,3,5,1,3,5,2,2,2,6,6,1,6,3,NA,NA,53,NA,2010
ESS5e03_5,5,3.5,23.11.2023,29,ES,1.1023709,1.0678449,2.0751612,2.2159503,NA,NA,NA,2,7,2,1,1975,NA,36,NA,NA,313,1,NA,7123,1,40,NA,NA,15,NA,NA,NA,2,1,2,3,5,1,1,4,2,2,1,2,4,1,1,3,2,2,1,4,1,NA,NA,36,NA,2010
ESS5e03_5,5,3.5,23.11.2023,31,ES,1.0192168,0.8498089,2.0751612,1.7634904,NA,NA,NA,1,7,3,1,1961,NA,50,NA,NA,620,1,NA,4121,6,50,NA,NA,23,NA,NA,NA,5,2,2,5,5,2,5,5,3,4,1,5,5,2,2,2,5,5,2,5,2,NA,NA,50,NA,2010
ESS5e03_5,5,3.5,23.11.2023,32,ES,1.0192168,0.9145242,2.0751612,1.8977852,NA,NA,NA,1,5,2,1,1978,NA,33,NA,NA,322,1,NA,4222,6,36,NA,NA,16,NA,NA,NA,2,2,2,2,5,5,5,2,5,1,1,6,3,4,2,4,5,5,6,5,2,NA,NA,33,NA,2010
ESS5e03_5,5,3.5,23.11.2023,33,ES,1.0137004,1.198656,2.0751612,2.4874043,NA,NA,NA,3,5,4,1,1940,NA,71,NA,NA,113,1,NA,7442,1,50,NA,NA,2,NA,NA,NA,6,2,2,5,6,1,2,6,1,3,1,1,5,1,2,1,4,6,1,6,2,NA,NA,71,NA,2010
ESS5e03_5,5,3.5,23.11.2023,36,ES,0.89933574,0.73069024,2.0751612,1.5163001,NA,NA,NA,1,9,2,2,1990,NA,21,NA,NA,313,1,NA,3415,6,45,NA,NA,13,NA,NA,NA,1,2,2,1,5,1,4,4,1,5,1,3,4,4,1,1,4,4,1,4,4,NA,NA,21,NA,2010
ESS5e03_5,5,3.5,23.11.2023,38,ES,0.9677363,1.1904701,2.0751612,2.4704175,NA,NA,NA,3,6,3,1,1977,NA,34,NA,NA,222,1,NA,9151,1,40,NA,NA,12,NA,NA,NA,2,1,3,1,5,2,1,5,2,3,1,2,3,1,1,1,3,1,1,1,1,NA,NA,34,NA,2010
ESS5e03_5,5,3.5,23.11.2023,39,ES,1.0768747,1.2565995,2.0751612,2.6076467,NA,NA,NA,1,8,2,2,1984,NA,27,NA,NA,520,1,NA,9132,6,40,NA,NA,20,NA,NA,NA,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,2,2,2,2,1,NA,NA,27,NA,2010
ESS5e03_5,5,3.5,23.11.2023,40,ES,0.8987946,0.89258176,2.0751612,1.852251,NA,NA,NA,1,9,3,1,1981,NA,30,NA,NA,213,1,NA,8334,1,40,NA,NA,8,NA,NA,NA,5,2,2,2,5,2,3,5,3,4,1,5,2,2,2,2,6,5,5,5,2,NA,NA,30,NA,2010
ESS5e03_5,5,3.5,23.11.2023,41,ES,0.9559966,0.71337324,2.0751612,1.4803644,NA,NA,NA,2,8,2,1,1968,NA,43,NA,NA,113,2,NA,7129,6,45,NA,NA,2,NA,NA,NA,5,2,3,3,4,3,3,5,2,3,2,3,5,3,2,2,4,5,2,2,3,NA,NA,43,NA,2010
ESS5e03_5,5,3.5,23.11.2023,43,ES,1.0906764,1.4849228,2.0751612,3.081454,NA,NA,NA,1,10,2,2,1962,NA,49,NA,NA,313,1,NA,5122,6,30,NA,NA,14,NA,NA,NA,3,1,1,5,5,1,1,6,1,2,1,6,6,1,1,1,1,5,1,6,1,NA,NA,49,NA,2010
ESS5e03_5,5,3.5,23.11.2023,48,ES,1.09654,1.3221109,2.0751612,2.7435932,NA,NA,NA,3,8,4,1,1955,NA,56,NA,NA,0,1,NA,7112,1,40,NA,NA,0,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,56,NA,2010
ESS5e03_5,5,3.5,23.11.2023,50,ES,0.9909807,1.3358425,2.0751612,2.7720885,NA,NA,NA,3,9,2,2,1954,NA,57,NA,NA,0,1,NA,9132,6,40,NA,NA,0,NA,NA,NA,2,1,1,4,5,1,1,5,2,5,2,2,2,1,2,2,5,3,3,4,3,NA,NA,57,NA,2010
ESS5e03_5,5,3.5,23.11.2023,51,ES,0.8219777,0.97615355,2.0751612,2.025676,NA,NA,NA,3,9,1,2,1985,NA,26,NA,NA,720,1,NA,2419,6,39,NA,NA,24,NA,NA,NA,1,2,3,2,6,5,2,3,2,2,1,2,2,1,1,2,5,3,4,4,1,NA,NA,26,NA,2010
ESS5e03_5,5,3.5,23.11.2023,52,ES,0.9023762,0.8500289,2.0751612,1.763947,NA,NA,NA,2,8,2,2,1948,NA,63,NA,NA,720,1,NA,2320,1,40,NA,NA,24,NA,NA,NA,3,2,2,3,4,2,2,3,2,2,3,3,4,2,3,3,4,2,2,3,2,NA,NA,63,NA,2010
ESS5e03_5,5,3.5,23.11.2023,55,ES,0.969213,0.69540435,2.0751612,1.4430761,NA,NA,NA,2,7,2,2,1962,NA,49,NA,NA,0,6,NA,66666,2,666,NA,NA,1,NA,NA,NA,5,2,3,4,3,1,2,5,2,2,1,3,5,2,2,1,5,3,2,5,4,NA,NA,49,NA,2010
ESS5e03_5,5,3.5,23.11.2023,58,ES,1.0092107,1.1933472,2.0751612,2.476388,NA,NA,NA,3,8,1,1,1930,NA,81,NA,NA,222,1,NA,7242,1,47,NA,NA,11,NA,NA,NA,3,2,1,1,5,2,3,5,2,2,1,4,1,2,1,1,4,2,1,4,2,NA,NA,81,NA,2010
ESS5e03_5,5,3.5,23.11.2023,59,ES,1.1643248,0.5800827,2.0751612,1.2037652,NA,NA,NA,2,10,2,1,1959,NA,52,NA,NA,213,1,NA,7111,1,40,NA,NA,7,NA,NA,NA,3,2,2,2,5,2,2,4,1,2,1,2,2,2,1,2,3,4,1,4,2,NA,NA,52,NA,2010
ESS5e03_5,5,3.5,23.11.2023,60,ES,1.0740862,1.1119246,2.0751612,2.3074229,NA,NA,NA,2,10,1,2,1995,NA,16,NA,NA,113,6,NA,66666,2,666,NA,NA,4,NA,NA,NA,1,3,2,1,1,2,5,1,3,1,1,3,1,2,2,4,4,3,2,2,4,NA,NA,16,NA,2010
ESS5e03_5,5,3.5,23.11.2023,61,ES,3.3208406,1.6446714,2.0751612,3.4129584,NA,NA,NA,2,8,2,2,1989,NA,22,NA,NA,213,1,NA,5220,6,12,NA,NA,9,NA,NA,NA,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,2,NA,NA,22,NA,2010
ESS5e03_5,5,3.5,23.11.2023,63,ES,1.0404792,1.3358697,2.0751612,2.772145,NA,NA,NA,2,8,3,1,1937,NA,74,NA,NA,0,1,NA,8163,1,40,NA,NA,0,NA,NA,NA,6,2,2,5,6,1,3,6,2,6,1,3,5,2,2,1,2,6,1,6,6,NA,NA,74,NA,2010
ESS5e03_5,5,3.5,23.11.2023,64,ES,0.83669114,0.7879383,2.0751612,1.635099,NA,NA,NA,3,9,1,1,1962,NA,49,NA,NA,313,1,NA,4121,1,40,NA,NA,14,NA,NA,NA,3,3,2,3,3,1,2,3,1,2,1,2,3,1,1,2,3,3,3,3,2,NA,NA,49,NA,2010
ESS5e03_5,5,3.5,23.11.2023,65,ES,0.9021823,0.8424511,2.0751612,1.7482219,NA,NA,NA,3,8,2,1,1944,NA,67,NA,NA,0,1,NA,6112,1,40,NA,NA,0,NA,NA,NA,5,2,1,4,5,2,5,5,3,4,1,5,4,3,2,2,4,5,2,4,2,NA,NA,67,NA,2010
ESS5e03_5,5,3.5,23.11.2023,66,ES,1.0430024,1.4059678,2.0751612,2.91761,NA,NA,NA,2,8,3,2,1955,NA,56,NA,NA,113,6,NA,66666,2,666,NA,NA,2,NA,NA,NA,2,1,2,4,3,1,3,3,2,3,3,3,4,2,1,2,4,4,2,4,3,NA,NA,56,NA,2010
ESS5e03_5,5,3.5,23.11.2023,67,ES,0.91877025,1.1576067,2.0751612,2.4022205,NA,NA,NA,2,10,1,1,1988,NA,23,NA,NA,113,2,NA,1315,1,55,NA,NA,4,NA,NA,NA,2,2,3,2,3,2,4,2,3,3,1,4,2,3,1,2,6,4,2,3,3,NA,NA,23,NA,2010
ESS5e03_5,5,3.5,23.11.2023,70,ES,0.9047921,0.8321736,2.0751612,1.7268944,NA,NA,NA,1,9,1,2,1983,NA,28,NA,NA,720,1,NA,3211,6,40,NA,NA,24,NA,NA,NA,1,1,1,1,3,2,3,2,2,1,1,4,1,1,1,1,3,2,2,1,2,NA,NA,28,NA,2010
ESS5e03_5,5,3.5,23.11.2023,71,ES,0.779317,0.65160656,2.0751612,1.3521887,NA,NA,NA,2,10,2,2,1982,NA,29,NA,NA,620,1,NA,4190,6,35,NA,NA,23,NA,NA,NA,3,3,2,3,4,1,4,4,1,2,1,5,3,2,2,1,5,5,2,3,3,NA,NA,29,NA,2010
ESS5e03_5,5,3.5,23.11.2023,73,ES,1.2776228,1.211281,2.0751612,2.5136032,NA,NA,NA,2,8,2,1,1965,NA,46,NA,NA,113,1,NA,7122,6,45,NA,NA,3,NA,NA,NA,4,1,1,2,5,1,1,2,2,4,1,1,2,1,1,4,1,2,2,2,2,NA,NA,46,NA,2010
ESS5e03_5,5,3.5,23.11.2023,74,ES,1.0414501,1.1753659,2.0751612,2.4390738,NA,NA,NA,1,9,3,1,1971,NA,40,NA,NA,213,1,NA,7212,6,40,NA,NA,7,NA,NA,NA,1,5,3,5,5,1,2,5,1,1,3,5,5,1,3,1,5,1,4,1,1,NA,NA,40,NA,2010
ESS5e03_5,5,3.5,23.11.2023,75,ES,0.90432674,0.953543,2.0751612,1.9787555,NA,NA,NA,2,10,1,2,1976,NA,35,NA,NA,421,1,NA,5220,6,50,NA,NA,19,NA,NA,NA,2,1,1,1,6,1,2,3,2,1,1,4,5,1,1,1,5,3,1,3,2,NA,NA,35,NA,2010
ESS5e03_5,5,3.5,23.11.2023,76,ES,1.0063193,1.4451871,2.0751612,2.9989963,NA,NA,NA,2,8,4,2,1954,NA,57,NA,NA,0,1,NA,9132,1,40,NA,NA,1,NA,NA,NA,2,2,2,2,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,4,1,NA,NA,57,NA,2010
ESS5e03_5,5,3.5,23.11.2023,77,ES,1.0156403,1.2772092,2.0751612,2.650415,NA,NA,NA,1,8,2,1,1988,NA,23,NA,NA,113,1,NA,9320,6,50,NA,NA,4,NA,NA,NA,2,4,2,2,4,2,2,3,4,3,4,3,2,2,2,3,3,2,1,2,3,NA,NA,23,NA,2010
ESS5e03_5,5,3.5,23.11.2023,78,ES,0.99784946,0.7824606,2.0751612,1.6237319,NA,NA,NA,2,7,2,1,1974,NA,37,NA,NA,213,2,NA,8324,6,60,NA,NA,8,NA,NA,NA,2,2,2,2,3,3,4,2,4,2,1,3,2,2,2,2,3,3,2,4,2,NA,NA,37,NA,2010
ESS5e03_5,5,3.5,23.11.2023,79,ES,0.8976025,0.729282,2.0751612,1.5133778,NA,NA,NA,2,7,2,2,1978,NA,33,NA,NA,322,1,NA,4121,1,40,NA,NA,16,NA,NA,NA,3,1,1,3,4,2,4,2,1,2,1,5,2,1,1,3,4,3,2,4,2,NA,NA,33,NA,2010
ESS5e03_5,5,3.5,23.11.2023,81,ES,1.0127305,1.257298,2.0751612,2.609096,NA,NA,NA,2,8,1,2,1938,NA,73,NA,NA,213,1,NA,5220,1,40,NA,NA,7,NA,NA,NA,4,2,1,2,5,2,1,5,1,2,2,3,5,1,1,1,5,5,2,5,2,NA,NA,73,NA,2010
ESS5e03_5,5,3.5,23.11.2023,83,ES,1.0154892,1.0555145,2.0751612,2.1903627,NA,NA,NA,2,8,2,1,1966,NA,45,NA,NA,213,1,NA,7433,6,40,NA,NA,8,NA,NA,NA,2,1,5,5,5,1,2,6,1,1,1,3,3,2,2,2,6,3,1,3,2,NA,NA,45,NA,2010
ESS5e03_5,5,3.5,23.11.2023,85,ES,1.2264736999999999,1.4536086,2.0751612,3.0164723,NA,NA,NA,2,8,2,2,1965,NA,46,NA,NA,213,1,NA,5220,6,40,NA,NA,8,NA,NA,NA,4,1,3,5,5,2,4,5,2,3,1,2,5,2,2,1,5,5,3,5,2,NA,NA,46,NA,2010
ESS5e03_5,5,3.5,23.11.2023,86,ES,0.83180726,1.0117234,2.0751612,2.0994892,NA,NA,NA,2,7,2,2,1954,NA,57,NA,NA,620,1,NA,3152,6,25,NA,NA,22,NA,NA,NA,5,3,4,5,5,4,3,5,1,4,2,2,4,1,2,2,2,5,1,5,2,NA,NA,57,NA,2010
ESS5e03_5,5,3.5,23.11.2023,87,ES,0.8823777,0.8115581,2.0751612,1.6841140000000001,NA,NA,NA,2,8,1,2,1985,NA,26,NA,NA,620,1,NA,2332,6,40,NA,NA,23,NA,NA,NA,1,2,4,2,5,2,4,5,1,3,2,5,1,1,2,1,4,5,2,4,2,NA,NA,26,NA,2010
ESS5e03_5,5,3.5,23.11.2023,88,ES,0.8987946,0.8794855,2.0751612,1.8250742,NA,NA,NA,1,7,3,2,1969,NA,42,NA,NA,720,1,NA,3132,6,40,NA,NA,24,NA,NA,NA,4,3,2,4,4,2,3,5,2,2,2,3,4,2,2,4,4,3,2,3,2,NA,NA,42,NA,2010
ESS5e03_5,5,3.5,23.11.2023,91,ES,0.6740877,0.3820571,2.0751612,0.79283005,NA,NA,NA,2,8,3,1,1932,NA,79,NA,NA,0,1,NA,6112,1,40,NA,NA,1,NA,NA,NA,2,2,2,3,7,2,2,4,2,2,2,2,3,2,2,3,2,4,2,3,2,NA,NA,79,NA,2010
ESS5e03_5,5,3.5,23.11.2023,92,ES,1.0109408,1.010351,2.0751612,2.096641,NA,NA,NA,2,8,4,2,1969,NA,42,NA,NA,113,1,NA,9132,1,40,NA,NA,3,NA,NA,NA,2,2,2,2,5,2,2,6,2,2,2,3,2,2,2,2,2,2,2,2,2,NA,NA,42,NA,2010
ESS5e03_5,5,3.5,23.11.2023,93,ES,0.9048954,0.7141844,2.0751612,1.4820478,NA,NA,NA,3,10,2,2,1970,NA,41,NA,NA,213,1,NA,4121,6,35,NA,NA,8,NA,NA,NA,3,3,2,1,3,2,2,5,2,2,2,2,2,2,3,4,3,3,2,3,3,NA,NA,41,NA,2010
ESS5e03_5,5,3.5,23.11.2023,94,ES,0.91743034,1.0606292,2.0751612,2.2009766,NA,NA,NA,2,7,4,2,1960,NA,51,NA,NA,213,1,NA,5220,1,40,NA,NA,7,NA,NA,NA,1,3,1,3,4,4,4,5,2,2,1,3,2,1,1,1,3,4,2,4,1,NA,NA,51,NA,2010
ESS5e03_5,5,3.5,23.11.2023,95,ES,1.0189136,0.79084605,2.0751612,1.6411331,NA,NA,NA,1,8,2,2,1984,NA,27,NA,NA,322,1,NA,5220,1,20,NA,NA,16,NA,NA,NA,2,2,2,2,3,1,2,3,2,2,1,2,2,1,1,1,3,2,3,2,1,NA,NA,27,NA,2010
ESS5e03_5,5,3.5,23.11.2023,96,ES,0.8794264,1.2007909,2.0751612,2.4918346,NA,NA,NA,1,8,3,1,1991,NA,20,NA,NA,213,6,NA,66666,2,666,NA,NA,9,NA,NA,NA,4,2,2,2,2,2,2,2,5,2,2,5,2,3,2,5,3,3,3,3,3,NA,NA,20,NA,2010
ESS5e03_5,5,3.5,23.11.2023,97,ES,0.96898323,1.1039648,2.0751612,2.290905,NA,NA,NA,2,9,2,2,1979,NA,32,NA,NA,720,1,NA,1233,6,45,NA,NA,24,NA,NA,NA,1,2,1,3,2,1,4,3,2,1,1,1,2,2,2,3,2,2,1,2,2,NA,NA,32,NA,2010
ESS5e03_5,5,3.5,23.11.2023,98,ES,0.96898323,1.1832432,2.0751612,2.4554203,NA,NA,NA,2,6,3,1,1960,NA,51,NA,NA,313,1,NA,1231,6,50,NA,NA,15,NA,NA,NA,2,2,2,2,2,1,3,2,2,2,2,2,3,2,2,2,3,3,2,2,2,NA,NA,51,NA,2010
ESS5e03_5,5,3.5,23.11.2023,99,ES,0.8689229,0.9839634,2.0751612,2.0418825,NA,NA,NA,2,5,3,2,1934,NA,77,NA,NA,113,6,NA,66666,2,666,NA,NA,2,NA,NA,NA,3,3,3,4,5,4,1,5,3,4,1,4,3,1,2,1,1,2,4,3,4,NA,NA,77,NA,2010
ESS5e03_5,5,3.5,23.11.2023,100,ES,0.91536975,0.8165638,2.0751612,1.6945015,NA,NA,NA,3,2,4,1,1927,NA,84,NA,NA,113,1,NA,8322,1,40,NA,NA,2,NA,NA,NA,4,3,4,5,6,2,4,6,2,5,1,1,5,1,3,1,6,6,1,6,3,NA,NA,84,NA,2010
ESS5e03_5,5,3.5,23.11.2023,101,ES,0.87164587,0.7945843,2.0751612,1.6488905,NA,NA,NA,2,10,1,2,1972,NA,39,NA,NA,213,2,NA,8269,1,40,NA,NA,8,NA,NA,NA,2,2,3,3,2,2,1,2,2,1,2,2,5,2,4,2,4,1,3,4,3,NA,NA,39,NA,2010
ESS5e03_5,5,3.5,23.11.2023,102,ES,0.9305037,1.1166316,2.0751612,2.3171906,NA,NA,NA,1,9,1,1,1975,NA,36,NA,NA,620,1,NA,1233,6,40,NA,NA,23,NA,NA,NA,1,1,1,1,3,1,2,3,1,1,1,4,1,1,2,2,8,1,2,6,3,NA,NA,36,NA,2010
ESS5e03_5,5,3.5,23.11.2023,103,ES,1.0110832,0.9592187,2.0751612,1.9905334,NA,NA,NA,1,6,2,1,1980,NA,31,NA,NA,0,1,NA,9211,6,45,NA,NA,1,NA,NA,NA,5,2,3,4,5,2,1,5,2,4,1,2,4,2,2,2,4,4,1,4,3,NA,NA,31,NA,2010
ESS5e03_5,5,3.5,23.11.2023,104,ES,1.015214,0.9109325,2.0751612,1.8903317,NA,NA,NA,1,8,1,1,1995,NA,16,NA,NA,322,1,NA,9211,6,40,NA,NA,16,NA,NA,NA,2,2,2,6,5,3,1,3,3,2,5,2,2,2,2,2,4,3,3,5,2,NA,NA,16,NA,2010
ESS5e03_5,5,3.5,23.11.2023,106,ES,1.0100436,1.194332,2.0751612,2.4784315,NA,NA,NA,2,8,2,1,1952,NA,59,NA,NA,113,2,NA,9111,6,50,NA,NA,2,NA,NA,NA,3,1,2,5,3,2,1,5,1,3,1,2,4,3,2,1,4,3,2,2,2,NA,NA,59,NA,2010
ESS5e03_5,5,3.5,23.11.2023,107,ES,0.91877025,0.919995,2.0751612,1.909138,NA,NA,NA,2,4,4,2,1959,NA,52,NA,NA,113,6,NA,66666,2,666,NA,NA,2,NA,NA,NA,5,2,2,6,5,1,3,6,1,4,2,2,5,2,1,2,5,4,2,5,2,NA,NA,52,NA,2010
ESS5e03_5,5,3.5,23.11.2023,109,ES,0.9166378,1.3163944,2.0751612,2.7317307,NA,NA,NA,4,7,4,2,1932,NA,79,NA,NA,113,1,NA,7436,1,40,NA,NA,2,NA,NA,NA,2,1,1,5,5,1,1,6,1,1,1,1,5,1,1,1,2,1,1,5,1,NA,NA,79,NA,2010
ESS5e03_5,5,3.5,23.11.2023,110,ES,1.0138973,0.7950445,2.0751612,1.6498455,NA,NA,NA,1,7,1,1,1976,NA,35,NA,NA,213,1,NA,9211,6,40,NA,NA,8,NA,NA,NA,6,2,2,5,5,2,2,6,2,5,2,2,4,2,2,1,5,6,3,6,3,NA,NA,35,NA,2010
