name,essround,edition,proddate,idno,cntry,dweight,pspwght,pweight,anweight,prob,stratum,psu,aesfdrk,happy,health,gndr,yrbrn,age,agea,edufld,edulvla,edulvlb,emplrel,isco08,iscoco,pdjobev,wkhtot,edlves,edlvaes,edlvdes,edlvees,edlvges,edlvhes,impdiff,impenv,impfree,impfun,imprich,impsafe,imptrad,ipadvnt,ipbhprp,ipcrtiv,ipeqopt,ipfrule,ipgdtim,iphlppl,iplylfr,ipmodst,iprspot,ipshabt,ipstrgv,ipsuces,ipudrst,regiones,regioaes,ages,region,year
ESS1e06_7,1,6.7,23.11.2023,54,ES,0.7451,0.8914111,2.0200796,1.8007214,NA,NA,NA,3,5,2,2,1980,NA,22,NA,2,NA,1,NA,5123,6,60,3,NA,NA,NA,NA,NA,2,2,2,2,4,2,2,5,2,2,2,2,2,2,2,2,2,2,2,3,2,42,NA,22,42,2002
ESS1e06_7,1,6.7,23.11.2023,55,ES,0.7451,0.7149578,2.0200796,1.4442716,NA,NA,NA,2,5,4,2,1922,NA,80,NA,1,NA,6,NA,66666,2,666,0,NA,NA,NA,NA,NA,5,4,3,5,5,2,2,6,2,2,2,2,5,2,2,2,2,2,2,2,2,42,NA,80,42,2002
ESS1e06_7,1,6.7,23.11.2023,59,ES,0.923,0.88566107,2.0200796,1.7891059,NA,NA,NA,2,6,3,2,1926,NA,76,NA,1,NA,6,NA,66666,2,666,0,NA,NA,NA,NA,NA,5,4,2,6,5,2,2,6,2,3,2,2,6,2,2,2,2,2,4,6,2,42,NA,76,42,2002
ESS1e06_7,1,6.7,23.11.2023,60,ES,1.3845,1.8731501,2.0200796,3.7839124,NA,NA,NA,2,5,2,1,1949,NA,53,NA,1,NA,1,NA,6111,1,50,1,NA,NA,NA,NA,NA,6,3,2,2,4,3,2,5,2,3,2,3,3,2,2,3,2,2,2,4,2,42,NA,53,42,2002
ESS1e06_7,1,6.7,23.11.2023,61,ES,0.4615,0.44283053,2.0200796,0.89455295,NA,NA,NA,2,7,3,2,1919,NA,83,NA,1,NA,6,NA,66666,2,666,0,NA,NA,NA,NA,NA,5,3,3,3,5,2,2,6,2,2,3,2,2,2,2,2,2,4,3,5,2,42,NA,83,42,2002
ESS1e06_7,1,6.7,23.11.2023,64,ES,0.923,0.88566107,2.0200796,1.7891059,NA,NA,NA,2,7,4,2,1926,NA,76,NA,1,NA,6,NA,66666,2,666,0,NA,NA,NA,NA,NA,5,2,2,5,5,2,2,3,2,2,3,2,2,2,2,2,2,2,2,5,2,42,NA,76,42,2002
ESS1e06_7,1,6.7,23.11.2023,66,ES,0.923,0.78626704,2.0200796,1.588322,NA,NA,NA,2,5,4,1,1940,NA,62,NA,1,NA,1,NA,6112,1,888,1,NA,NA,NA,NA,NA,5,2,2,3,5,2,3,5,2,2,2,2,5,2,2,2,2,2,3,5,2,42,NA,62,42,2002
ESS1e06_7,1,6.7,23.11.2023,68,ES,1.3651,1.0188773,2.0200796,2.0582132,NA,NA,NA,2,6,2,2,1976,NA,26,NA,3,NA,6,NA,66666,2,666,5,NA,NA,NA,NA,NA,3,3,1,4,5,3,3,4,4,3,1,5,3,3,3,4,2,3,3,3,2,52,NA,26,52,2002
ESS1e06_7,1,6.7,23.11.2023,69,ES,0.6825,0.40827703,2.0200796,0.8247521,NA,NA,NA,2,6,2,1,1974,NA,28,NA,4,NA,1,NA,8263,1,60,6,NA,NA,NA,NA,NA,2,1,2,3,4,3,5,2,5,2,1,5,3,2,2,3,3,3,5,4,2,52,NA,28,52,2002
ESS1e06_7,1,6.7,23.11.2023,71,ES,1.3651,0.8210393,2.0200796,1.6585648,NA,NA,NA,2,7,2,1,1954,NA,48,NA,3,NA,1,NA,3415,6,40,5,NA,NA,NA,NA,NA,4,4,2,4,5,1,2,4,2,1,2,3,4,3,3,3,2,1,1,3,2,52,NA,48,52,2002
ESS1e06_7,1,6.7,23.11.2023,72,ES,1.0238,1.297414,2.0200796,2.6208794,NA,NA,NA,2,6,2,1,1957,NA,46,NA,5,NA,1,NA,3412,6,40,11,NA,NA,NA,NA,NA,4,3,1,5,4,2,2,4,2,4,1,2,5,2,2,2,2,3,3,4,2,52,NA,46,52,2002
ESS1e06_7,1,6.7,23.11.2023,73,ES,0.3413,0.36765334,2.0200796,0.742689,NA,NA,NA,2,7,4,2,1928,NA,74,NA,1,NA,6,NA,66666,2,666,0,NA,NA,NA,NA,NA,3,2,4,5,5,2,3,5,1,5,2,2,5,1,2,2,2,4,1,4,2,52,NA,74,52,2002
ESS1e06_7,1,6.7,23.11.2023,74,ES,0.6825,0.4104896,2.0200796,0.82922167,NA,NA,NA,2,7,2,1,1962,NA,40,NA,3,NA,1,NA,3415,6,50,5,NA,NA,NA,NA,NA,2,1,1,2,1,2,2,1,2,1,1,5,2,2,1,2,2,2,1,1,3,52,NA,40,52,2002
ESS1e06_7,1,6.7,23.11.2023,75,ES,0.6825,0.4104896,2.0200796,0.82922167,NA,NA,NA,2,6,1,1,1964,NA,39,NA,3,NA,1,NA,7244,6,37,5,NA,NA,NA,NA,NA,1,3,1,2,3,3,3,1,4,2,2,4,2,3,2,3,3,2,4,4,2,52,NA,39,52,2002
ESS1e06_7,1,6.7,23.11.2023,76,ES,1.0238,0.53599244,2.0200796,1.0827475,NA,NA,NA,2,6,1,2,1966,NA,37,NA,3,NA,6,NA,66666,2,666,5,NA,NA,NA,NA,NA,2,2,1,3,4,2,4,3,3,2,1,4,2,2,1,3,2,3,4,5,2,52,NA,37,52,2002
ESS1e06_7,1,6.7,23.11.2023,77,ES,0.8614,1.1569238,2.0200796,2.337078,NA,NA,NA,2,7,2,2,1973,NA,29,NA,1,NA,1,NA,9131,1,45,2,NA,NA,NA,NA,NA,5,4,2,4,4,2,2,5,2,3,2,4,4,3,2,2,3,5,2,5,3,52,NA,29,52,2002
ESS1e06_7,1,6.7,23.11.2023,80,ES,0.8614,0.92791265,2.0200796,1.8744575,NA,NA,NA,2,6,3,2,1938,NA,64,NA,1,NA,6,NA,66666,2,666,2,NA,NA,NA,NA,NA,4,4,3,4,4,2,1,5,2,3,2,1,5,3,3,3,2,3,1,4,3,52,NA,64,52,2002
ESS1e06_7,1,6.7,23.11.2023,83,ES,0.8614,1.1901443,2.0200796,2.4041862,NA,NA,NA,3,8,3,1,1976,NA,26,NA,2,NA,1,NA,7137,6,40,3,NA,NA,NA,NA,NA,2,2,2,2,3,2,3,2,3,3,2,4,2,3,2,4,3,2,2,3,2,52,NA,26,52,2002
ESS1e06_7,1,6.7,23.11.2023,84,ES,1.2921,0.7930086,2.0200796,1.6019405,NA,NA,NA,8,77,3,1,1925,NA,77,NA,3,NA,1,NA,3431,1,44,5,NA,NA,NA,NA,NA,5,1,1,4,5,1,1,5,1,1,1,2,5,1,1,1,6,3,1,3,1,52,NA,77,52,2002
ESS1e06_7,1,6.7,23.11.2023,89,ES,1.997,2.6821184,2.0200796,5.4180927,NA,NA,NA,3,8,2,2,1980,NA,22,NA,2,NA,6,NA,66666,2,666,3,NA,NA,NA,NA,NA,3,2,2,1,1,2,5,2,5,4,3,4,2,4,3,5,3,2,2,3,2,52,NA,22,52,2002
ESS1e06_7,1,6.7,23.11.2023,90,ES,1.6642,2.2993245,2.0200796,4.644819,NA,NA,NA,2,8,3,1,1979,NA,23,NA,2,NA,1,NA,9313,1,40,3,NA,NA,NA,NA,NA,4,2,1,1,1,1,3,3,4,3,4,3,1,2,3,4,2,3,1,2,3,52,NA,23,52,2002
ESS1e06_7,1,6.7,23.11.2023,91,ES,0.6657,0.40038523,2.0200796,0.80881006,NA,NA,NA,2,6,2,1,1958,NA,44,NA,3,NA,2,NA,1315,6,888,5,NA,NA,NA,NA,NA,3,3,1,4,2,3,4,4,4,2,2,4,4,3,3,4,3,2,2,2,3,52,NA,44,52,2002
ESS1e06_7,1,6.7,23.11.2023,92,ES,0.6657,0.34851548,2.0200796,0.704029,NA,NA,NA,2,6,3,2,1967,NA,35,NA,3,NA,1,NA,5220,6,38,5,NA,NA,NA,NA,NA,2,3,1,3,6,2,5,4,2,1,1,3,2,4,2,3,4,4,3,4,1,52,NA,35,52,2002
ESS1e06_7,1,6.7,23.11.2023,93,ES,0.6657,0.66431534,2.0200796,1.3419698,NA,NA,NA,4,2,3,2,1949,NA,53,NA,1,NA,1,NA,9132,1,30,2,NA,NA,NA,NA,NA,6,4,1,6,3,1,5,6,1,5,2,1,5,4,6,3,1,5,1,5,3,52,NA,53,52,2002
ESS1e06_7,1,6.7,23.11.2023,94,ES,0.6657,0.49686223,2.0200796,1.0037012,NA,NA,NA,2,8,1,2,1974,NA,28,NA,3,NA,1,NA,9131,6,20,4,NA,NA,NA,NA,NA,2,1,1,1,1,6,5,1,6,1,1,6,1,1,1,4,4,1,1,6,2,52,NA,28,52,2002
ESS1e06_7,1,6.7,23.11.2023,95,ES,0.9985,1.0755988,2.0200796,2.1727953,NA,NA,NA,3,10,3,2,1942,NA,60,NA,1,NA,6,NA,66666,2,666,1,NA,NA,NA,NA,NA,6,1,2,1,6,1,1,6,1,3,1,5,6,1,2,1,3,6,1,6,2,52,NA,60,52,2002
ESS1e06_7,1,6.7,23.11.2023,96,ES,0.6657,0.8958103,2.0200796,1.8096081,NA,NA,NA,3,8,3,2,1975,NA,27,NA,5,NA,1,NA,5123,6,60,8,NA,NA,NA,NA,NA,1,1,1,1,4,1,4,1,4,1,1,6,1,1,1,2,3,5,1,4,1,52,NA,27,52,2002
ESS1e06_7,1,6.7,23.11.2023,97,ES,0.3328,0.33210778,2.0200796,0.67088413,NA,NA,NA,3,7,2,2,1952,NA,50,NA,1,NA,2,NA,7436,6,30,1,NA,NA,NA,NA,NA,4,1,1,4,6,2,1,5,3,3,1,2,1,1,1,1,1,4,1,4,2,52,NA,50,52,2002
ESS1e06_7,1,6.7,23.11.2023,98,ES,0.6657,0.63662446,2.0200796,1.2860321,NA,NA,NA,2,7,4,1,1922,NA,80,NA,1,NA,1,NA,6111,1,888,0,NA,NA,NA,NA,NA,5,2,1,1,5,2,1,5,2,4,2,5,5,1,2,3,2,2,1,5,3,52,NA,80,52,2002
ESS1e06_7,1,6.7,23.11.2023,100,ES,0.6657,0.71710175,2.0200796,1.4486027,NA,NA,NA,3,6,3,2,1936,NA,66,NA,1,NA,6,NA,66666,2,666,1,NA,NA,NA,NA,NA,5,4,3,5,5,1,1,5,2,5,2,2,4,2,3,2,3,5,1,5,3,52,NA,66,52,2002
ESS1e06_7,1,6.7,23.11.2023,101,ES,0.7787,0.74468905,2.0200796,1.5043311,NA,NA,NA,2,8,3,1,1926,NA,76,NA,1,NA,1,NA,7122,1,50,0,NA,NA,NA,NA,NA,5,1,1,4,3,2,1,5,1,3,3,2,5,1,1,3,1,4,1,5,2,52,NA,76,52,2002
ESS1e06_7,1,6.7,23.11.2023,103,ES,0.7787,0.46834907,2.0200796,0.9461024,NA,NA,NA,3,8,4,1,1956,NA,46,NA,3,NA,1,NA,8340,1,50,4,NA,NA,NA,NA,NA,6,2,2,1,2,1,1,3,1,4,2,6,3,2,1,3,1,5,1,5,4,52,NA,46,52,2002
ESS1e06_7,1,6.7,23.11.2023,104,ES,1.168,1.1655706,2.0200796,2.3545454,NA,NA,NA,3,8,1,2,1951,NA,51,NA,1,NA,1,NA,9320,1,40,2,NA,NA,NA,NA,NA,2,2,2,3,3,3,4,2,2,2,3,2,2,1,2,2,4,2,1,1,2,52,NA,51,52,2002
ESS1e06_7,1,6.7,23.11.2023,105,ES,1.168,1.1169857,2.0200796,2.2564,NA,NA,NA,3,7,3,1,1924,NA,78,NA,1,NA,1,NA,8324,1,50,1,NA,NA,NA,NA,NA,4,1,2,1,5,1,1,5,1,3,3,5,3,2,1,2,1,5,1,5,4,52,NA,78,52,2002
ESS1e06_7,1,6.7,23.11.2023,107,ES,0.7787,1.0458516,2.0200796,2.1127036,NA,NA,NA,3,10,1,2,1975,NA,27,NA,1,NA,6,NA,66666,2,666,0,NA,NA,NA,NA,NA,1,3,1,1,1,1,1,6,4,1,1,5,1,1,1,4,3,1,1,1,1,52,NA,27,52,2002
ESS1e06_7,1,6.7,23.11.2023,109,ES,1.168,1.1655706,2.0200796,2.3545454,NA,NA,NA,2,6,2,2,1957,NA,46,NA,1,NA,1,NA,5220,1,40,2,NA,NA,NA,NA,NA,2,2,1,4,5,2,2,4,3,2,1,4,3,1,2,2,2,3,3,4,2,52,NA,46,52,2002
ESS1e06_7,1,6.7,23.11.2023,110,ES,0.3893,0.3722967,2.0200796,0.75206894,NA,NA,NA,3,4,3,1,1933,NA,70,NA,1,NA,1,NA,7221,1,50,1,NA,NA,NA,NA,NA,4,4,2,5,2,1,1,4,1,4,3,1,3,3,2,4,1,2,1,2,3,52,NA,70,52,2002
ESS1e06_7,1,6.7,23.11.2023,111,ES,0.7787,0.74468905,2.0200796,1.5043311,NA,NA,NA,4,10,2,1,1940,NA,62,NA,1,NA,3,NA,1314,1,40,2,NA,NA,NA,NA,NA,1,2,1,1,5,1,1,2,3,1,1,4,1,1,1,1,3,1,1,1,1,52,NA,62,52,2002
ESS1e06_7,1,6.7,23.11.2023,115,ES,0.8478,0.91326255,2.0200796,1.844863,NA,NA,NA,2,6,3,2,1930,NA,72,NA,1,NA,6,NA,66666,2,666,1,NA,NA,NA,NA,NA,5,3,3,6,4,1,1,6,2,4,2,2,5,2,3,2,3,4,1,5,3,52,NA,72,52,2002
ESS1e06_7,1,6.7,23.11.2023,116,ES,0.8478,0.8002152,2.0200796,1.6164984,NA,NA,NA,2,6,3,2,1966,NA,36,NA,5,NA,1,NA,4223,6,40,8,NA,NA,NA,NA,NA,2,2,1,3,3,2,3,2,4,1,1,4,3,2,2,4,1,2,2,1,2,52,NA,36,52,2002
ESS1e06_7,1,6.7,23.11.2023,117,ES,0.8478,0.5099093,2.0200796,1.0300573,NA,NA,NA,2,6,3,1,1951,NA,51,NA,3,NA,2,NA,5220,1,40,5,NA,NA,NA,NA,NA,2,4,1,4,5,2,3,2,2,1,1,5,4,3,3,3,3,2,3,3,2,52,NA,51,52,2002
ESS1e06_7,1,6.7,23.11.2023,119,ES,0.8478,0.91326255,2.0200796,1.844863,NA,NA,NA,2,5,3,2,1934,NA,68,NA,1,NA,1,NA,9211,1,50,1,NA,NA,NA,NA,NA,4,3,2,4,3,1,1,4,1,4,3,1,4,3,3,3,2,4,1,4,4,52,NA,68,52,2002
ESS1e06_7,1,6.7,23.11.2023,121,ES,0.8478,1.0743773,2.0200796,2.1703277,NA,NA,NA,2,6,2,1,1967,NA,35,NA,5,NA,1,NA,3431,6,45,11,NA,NA,NA,NA,NA,3,3,2,4,4,2,3,4,3,2,1,3,3,2,2,2,3,3,3,4,2,52,NA,35,52,2002
ESS1e06_7,1,6.7,23.11.2023,122,ES,0.8478,1.2876843,2.0200796,2.601225,NA,NA,NA,2,6,2,1,1966,NA,36,NA,2,NA,2,NA,7411,6,45,3,NA,NA,NA,NA,NA,4,3,2,4,2,2,2,5,2,2,2,3,3,3,3,4,2,2,1,2,3,52,NA,36,52,2002
ESS1e06_7,1,6.7,23.11.2023,126,ES,0.7417,0.5535868,2.0200796,1.1182894,NA,NA,NA,3,10,2,2,1971,NA,31,NA,3,NA,6,NA,66666,2,666,5,NA,NA,NA,NA,NA,2,2,1,4,5,1,2,3,4,2,1,5,4,1,3,1,4,3,1,4,1,52,NA,31,52,2002
ESS1e06_7,1,6.7,23.11.2023,127,ES,0.7417,0.44609544,2.0200796,0.9011483,NA,NA,NA,2,8,3,1,1965,NA,37,NA,3,NA,1,NA,7123,6,45,4,NA,NA,NA,NA,NA,3,2,2,2,5,2,2,4,3,3,2,4,3,2,2,3,2,3,1,2,1,52,NA,37,52,2002
ESS1e06_7,1,6.7,23.11.2023,128,ES,1.1125,1.1984012,2.0200796,2.4208658,NA,NA,NA,2,10,2,2,1928,NA,74,NA,1,NA,6,NA,66666,2,666,1,NA,NA,NA,NA,NA,1,3,3,2,4,1,2,3,4,3,2,5,3,1,3,1,4,3,2,5,2,52,NA,74,52,2002
ESS1e06_7,1,6.7,23.11.2023,129,ES,1.8542,1.1152085,2.0200796,2.25281,NA,NA,NA,2,8,1,1,1967,NA,35,NA,3,NA,1,NA,8263,6,40,5,NA,NA,NA,NA,NA,3,1,1,1,3,1,1,2,1,2,1,5,1,1,2,1,3,3,1,1,1,52,NA,35,52,2002
ESS1e06_7,1,6.7,23.11.2023,130,ES,1.1125,1.0639098,2.0200796,2.1491823,NA,NA,NA,3,8,4,1,1946,NA,57,NA,1,NA,1,NA,7231,6,40,1,NA,NA,NA,NA,NA,3,2,2,4,5,2,3,5,3,4,2,3,4,2,2,2,4,4,1,5,2,52,NA,57,52,2002
ESS1e06_7,1,6.7,23.11.2023,131,ES,1.1125,1.110186,2.0200796,2.242664,NA,NA,NA,3,10,2,2,1962,NA,40,NA,1,NA,1,NA,7442,6,40,2,NA,NA,NA,NA,NA,2,1,2,3,4,1,1,5,3,2,1,3,2,1,1,2,1,2,1,3,2,52,NA,40,52,2002
ESS1e06_7,1,6.7,23.11.2023,133,ES,2.2927,2.2879312,2.0200796,4.6218033,NA,NA,NA,2,6,3,2,1966,NA,36,NA,2,NA,1,NA,7442,1,888,3,NA,NA,NA,NA,NA,3,1,1,3,5,2,5,3,3,1,1,4,2,2,2,3,4,3,1,3,2,52,NA,36,52,2002
ESS1e06_7,1,6.7,23.11.2023,134,ES,1.9106,1.1429363,2.0200796,2.3088224,NA,NA,NA,2,7,2,1,1981,NA,21,NA,3,NA,6,NA,66666,2,666,5,NA,NA,NA,NA,NA,4,3,1,1,2,1,1,4,2,1,3,1,1,1,2,2,2,2,1,2,3,52,NA,21,52,2002
ESS1e06_7,1,6.7,23.11.2023,135,ES,0.7642,0.8232074,2.0200796,1.6629444,NA,NA,NA,2,8,3,2,1942,NA,61,NA,1,NA,1,NA,6112,6,888,2,NA,NA,NA,NA,NA,5,2,3,4,5,4,3,5,7,2,2,6,4,2,3,2,6,5,3,5,4,52,NA,61,52,2002
ESS1e06_7,1,6.7,23.11.2023,136,ES,0.7642,0.8232074,2.0200796,1.6629444,NA,NA,NA,2,5,4,2,1936,NA,67,NA,1,NA,2,NA,1314,1,888,1,NA,NA,NA,NA,NA,5,4,3,6,5,1,1,6,2,5,2,2,5,2,3,2,4,3,2,6,3,52,NA,67,52,2002
ESS1e06_7,1,6.7,23.11.2023,138,ES,0.3821,0.22981402,2.0200796,0.4642426,NA,NA,NA,2,5,3,1,1964,NA,38,NA,3,NA,1,NA,3415,6,888,5,NA,NA,NA,NA,NA,3,2,1,4,4,2,5,3,3,3,2,4,3,3,2,3,3,3,4,4,2,52,NA,38,52,2002
ESS1e06_7,1,6.7,23.11.2023,139,ES,1.5285,0.91436106,2.0200796,1.8470821,NA,NA,NA,2,7,1,1,1984,NA,18,NA,3,NA,6,NA,66666,2,666,5,NA,NA,NA,NA,NA,2,4,2,2,3,1,4,2,4,5,3,3,2,3,2,4,2,2,1,2,3,52,NA,18,52,2002
ESS1e06_7,1,6.7,23.11.2023,142,ES,1.5285,1.6465225000000001,2.0200796,3.3261065,NA,NA,NA,2,88,4,2,1943,NA,59,NA,1,NA,1,NA,7412,1,40,2,NA,NA,NA,NA,NA,5,3,3,5,5,1,1,6,2,5,2,3,5,2,2,2,3,3,1,6,2,52,NA,59,52,2002
ESS1e06_7,1,6.7,23.11.2023,147,ES,0.9957,0.5956358,2.0200796,1.2032317,NA,NA,NA,2,5,2,1,1980,NA,22,NA,4,NA,6,NA,66666,2,666,6,NA,NA,NA,NA,NA,5,2,1,4,5,1,6,5,1,1,1,6,2,2,3,3,3,2,1,2,1,52,NA,22,52,2002
ESS1e06_7,1,6.7,23.11.2023,150,ES,1.3275,2.4777682,2.0200796,5.005289,NA,NA,NA,2,88,1,1,1978,NA,24,NA,5,NA,6,NA,66666,2,666,8,NA,NA,NA,NA,NA,2,2,2,2,3,2,4,2,3,2,1,3,2,2,2,3,3,3,4,3,1,52,NA,24,52,2002
